Parameter,Rating
Use of presentations,3.22
Use of presentations,3.22
Use of presentations,3.22
Use of presentations,3.67
Use of presentations,3.22
Use of presentations,3.22
Use of presentations,3.22
Use of presentations,3.22
Use of presentations,3.67
Use of presentations,2.78
Use of presentations,3.22
Use of presentations,2.78
Use of presentations,4.11
Use of presentations,3.67
Use of presentations,4.11
Use of presentations,2.78
Use of presentations,3.67
Use of presentations,2.78
Use of presentations,2.78
Use of presentations,3.22
Use of presentations,2.33
Use of presentations,3.67
Use of presentations,2.33
Use of presentations,4.11
Use of presentations,4.11
Use of presentations,3.67
Use of presentations,3.67
Use of presentations,3.67
Use of presentations,2.33
Use of presentations,4.11
Use of presentations,2.33
Use of presentations,3.22
Use of presentations,3.67
Use of presentations,3.67
Use of presentations,3.67
Use of presentations,4.11
Use of presentations,3.67
Use of presentations,3.67
Use of presentations,3.22
Use of presentations,2.33
Use of presentations,2.33
Use of presentations,2.78
Use of presentations,4.11
Use of presentations,2.78
Use of presentations,4.11
Use of presentations,2.33
Use of presentations,2.78
Use of presentations,2.33
Use of presentations,2.78
Use of presentations,2.33
Use of presentations,3.67
Use of presentations,3.22
Use of presentations,3.22
Use of presentations,4.11
Use of presentations,3.67
Use of presentations,2.33
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,2.33
Degree of difficulty of assignments,4.11
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,2.33
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,1.89
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,1.89
Degree of difficulty of assignments,2.33
Degree of difficulty of assignments,5.0
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,5.0
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,1.89
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,1.89
Degree of difficulty of assignments,1.89
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,1.89
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,2.33
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,1.89
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,4.11
Degree of difficulty of assignments,2.33
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,2.33
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,1.89
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,1.89
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,4.11
Degree of difficulty of assignments,5.0
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,4.11
Degree of difficulty of assignments,2.33
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,5.0
Degree of difficulty of assignments,5.0
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,5.0
Degree of difficulty of assignments,4.11
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,4.11
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,5.0
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,4.11
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,4.11
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,5.0
Degree of difficulty of assignments,4.11
Degree of difficulty of assignments,5.0
Degree of difficulty of assignments,5.0
Degree of difficulty of assignments,5.0
Degree of difficulty of assignments,1.89
Degree of difficulty of assignments,2.33
Degree of difficulty of assignments,5.0
Degree of difficulty of assignments,1.89
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,5.0
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,2.33
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,4.11
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,4.11
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,1.89
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,4.11
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,4.11
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,2.33
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,2.33
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,4.11
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,2.33
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,1.89
Degree of difficulty of assignments,5.0
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,1.89
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,5.0
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,5.0
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,1.89
Degree of difficulty of assignments,4.11
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,2.33
Degree of difficulty of assignments,1.89
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,1.89
Degree of difficulty of assignments,5.0
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,1.89
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,5.0
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,3.67
Degree of difficulty of assignments,1.0
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,4.11
Degree of difficulty of assignments,4.11
Degree of difficulty of assignments,2.78
Degree of difficulty of assignments,4.56
Degree of difficulty of assignments,3.22
Degree of difficulty of assignments,4.11
Degree of difficulty of assignments,2.33
Degree of difficulty of assignments,4.11
Degree of difficulty of assignments,1.44
Degree of difficulty of assignments,2.33
Degree of difficulty of assignments,4.56
